SIC Code,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share,Average Profit Margin,Sector_Chems,Sector_Durbl,Sector_Enrgy,Sector_Hlth,Sector_Manuf,Sector_Money,Sector_NoDur,Sector_Other,Sector_Shops,Sector_Telcm,Sector_Utils,Binary Rating
0.46495668358413306,-0.9343440157650408,0.6130530116302264,0.7720114868005091,1.0889359878704048,-0.053702748677916114,-0.05800728370728851,0.5754425609440873,-0.17017193650758458,0.056985301689106344,-1.1089650875798793,-0.27748173367474616,0.02607779205321117,-0.6427960617319535,-0.5092659760599859,-0.8657818497456281,-1.9989519223412153,0.44003036597752554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.2058579529451269,-0.7250523363612107,-1.077544222036195,-0.7869365804252836,-0.1563493864074736,1.3892205582195187,1.387202296272841,0.7884422356655411,1.6941757516755775,1.6214445632490269,-0.019459143409012527,1.60078964990359,0.7594883039895306,2.2773066705058547,2.2682433896778016,0.030687958341119485,0.08640524710031763,0.973131677730774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.053513947982501,-0.298472024737902,0.354530146212662,0.20670889313682078,-0.2414019491423103,-0.06809432155618104,-0.07242165964482343,-0.3103588315395652,0.07311045300253188,0.15310052890518083,0.22300545216646783,0.9078831725354172,-2.0100198432631315,0.6499921824182217,0.6049834896569338,-0.08071269786570176,-0.1316230974760718,-0.11796587706005429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.1586561384749166,-0.16046746757642452,0.6666550002397397,0.6324390877324859,1.954658180491902,0.02787639776847259,0.023701122697504087,-0.20329397345008926,0.033380686145243366,-0.1588827250255868,0.10018841845993362,0.31823014275786654,-2.0100198432631315,0.1780752633818081,-0.06396697568071034,0.41168600191427357,-0.002943965252063648,0.5847825070823914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0030059233003104,-0.3312595312820609,-1.1301975028827083,-0.8631169834633968,-1.0156656813136704,-0.6611257579735041,-0.6663927383867189,-0.90592352968346,-0.4977722426508265,-0.5363014125033371,2.101511791906892,-0.2172041625968793,1.9513164860922818,0.15299273794199872,0.03145885603544197,0.34480661146105357,0.30710593482898896,-0.823319591315979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.053513947982501,-0.6224628559547483,0.8867552012557945,1.0921341912639162,-0.3143446167902682,-0.1882213632073426,-0.19273903935519987,-0.40655032560485843,-0.07262287237478617,0.04575044766943864,0.12653465310988363,1.1550016926110336,-1.1453528151156158,0.39385142594016825,0.39811331850259807,-0.2786210981864548,-0.09798643040713241,-0.23009661301072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.6514551754473357,0.7909414331195888,-0.7065994867031028,-0.5671959954886322,1.6545830986044605,1.453171148729042,1.4512542147691017,1.3661102307267328,1.8039025569182323,2.2075372337033046,-0.9877327897921393,0.11702293086798285,-2.0100198432631315,0.3164444269007566,0.3399088618725861,0.0004004987189615316,0.1055183100807685,1.9791391510153944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.621354518679997,-0.16515139708273294,-0.2692452079599937,-0.21572106739221109,-0.9605538193854645,-0.3933618020291144,-0.39820451767228543,-0.49583674076416007,-0.2840124753242632,0.46341373696816035,-0.09948830730810893,-0.2069156914869111,0.23437789883991852,-0.10667784413602792,-0.1982173261129723,1.9845459523944649,1.3985257348707227,-0.49689577729816836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.4757069181438968,-1.2335442932533764,-0.011671050305429339,0.06369875024938826,0.33348403057387893,0.5444576470455551,0.5411008810385135,0.5679790313178203,0.6968450899380431,0.6756730631713385,-0.959603727233546,-0.022648667798471907,0.10849104870266967,-0.16502378493558442,-0.08376062807976595,-1.6177687764159443,-0.602478342024869,0.5764000244506151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.46495668358413306,-0.9424552107637699,0.20700608906612536,0.11719004407939905,0.37519636124149836,0.27358224201159653,0.2697962812273046,0.7411710246963599,0.07543521193178113,0.155518007888623,-1.060036366087115,-0.4093809455223565,-0.028214362353674843,-0.5648076796525461,-0.5226987682498089,-0.4084802061801706,1.989578326855851,0.39314511246871087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.1664500585307453,-0.2540318155195124,-0.7326889501856091,-0.5314434597667741,-0.6305042101688025,0.07676291199420467,0.07266509628718627,-0.29243584842296666,0.29558806631378015,0.2705759931295424,0.1213842613738033,0.669419114805993,1.9513164860922818,0.7504883936174579,1.0633403534738621,0.43033943734680435,0.4546076579516782,-0.14792984549850713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.7396070988373986,-0.42002570753575974,-0.32379590433250705,-0.24253546918360466,-0.7207110892831454,-0.8591555941208434,-0.75548346069223,-0.7875648270274763,-0.6315730163366068,-0.522987760130758,0.7469587653177301,-0.34239381633482646,0.267822663353806,-0.4684642044532783,-0.33650139277547947,-0.6063886065009235,-0.5597208515883589,-0.7669736493284254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.6643554569190522,0.39566347966039045,-0.2478992832924883,-0.3590062297851965,-0.9787905433762848,-0.16476444442258195,-0.16924495371495618,-0.2823311753902215,-0.060118212040503535,-0.07347681291973578,0.1960649415469699,0.21260521342158734,1.0665381288938889,0.26295718722116307,0.2598938947283961,0.08950802477470944,1.5629329331524129,-0.4195976369313481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.4757069181438968,-0.7953112789558371,0.31088958911465114,0.2995279762608758,0.16522667890063197,-0.11146630785659663,-0.11586236768834736,-0.025976014749986797,-0.12823546488542265,-0.08146500434328313,-0.8668966759840977,-0.3682342912097571,0.05224628845071179,-0.5385623881327456,-0.507430118032118,-0.034826546592647036,0.09459655980622515,-0.0010306451667893663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.3357256829249993,1.0250236662519296,2.2996182373038976,-2.2751358798476304,-0.605679770903765,0.415453560441445,0.41189239093676033,-0.1254130930013503,-0.639482645349795,-0.5413699433188628,0.5771939300169239,-2.0513428492987256,-0.7879799416648381,-0.3598909217341035,-0.3740459823031459,-0.18444399734416542,-0.08044191666823829,-0.23565064238596609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.7759477881473262,-0.9557073040011305,1.7543484505195113,2.0707223468970075,0.020867765436547392,1.0077407597566521,1.005118053352914,1.6228530218669228,0.3949533483600546,0.2064952821046819,-0.6529573269469093,1.2113243840703818,-0.7578244490391803,-0.13572623245580714,-0.27401757693966267,1.451858756834908,0.9000175481374436,0.7321065766326145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.10803081845127649,-0.26888329932000243,-1.109325932096703,-0.8199389210916143,-0.31483510136780946,-0.9716160969490042,-0.9773750409343943,-0.8107635269485575,-0.7873772700441495,-0.6892799497212425,-0.07670772847544521,-0.7500283920059478,0.12995182263076935,-0.771676223490974,-0.7369770144039218,1.290412298248126,0.9105326374975092,-0.7351565563425908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.46495668358413306,-1.1533462807307298,0.3692351165391656,0.41366107106526917,0.8535752720111344,0.5222560679511102,0.5188641241404846,0.685050012312934,0.3204339273701325,0.2643746339981044,-1.0612249180262106,-0.2976610188946487,0.012611456715929142,-0.5176741260529043,-0.4587410945606332,0.15255273686375068,-0.39752124112811926,0.6554965106290982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.4700855371733477,-1.2688451278253108,0.4845031097436943,0.36415756006577316,2.341557489234783,-2.0391211027453835,-2.046571479635577,2.4454509328323653,-1.9683366439236791,-1.8027684337661298,-1.2555531600683234,-1.1933581060255676,-0.30534126941235135,-1.323408728446781,-1.2313399670068523,-1.9987749443076663,-1.9989519223412153,0.1471324742866465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.1522059977390584,-1.5721581239045512,1.2861611694788944,2.0707223468970075,-0.004189231171289878,-0.7791545889994235,-0.7846085829136791,-0.5124785722283625,-0.9685540880029525,-0.917293764565306,-0.37226097733052405,-0.9855136372987543,-0.23506790512426878,-1.0758433718086624,-1.0510897372566024,0.1569073716162927,0.027265131251992432,-0.5717262024241708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
