SIC Code,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share,Average Profit Margin,Sector_Chems,Sector_Durbl,Sector_Enrgy,Sector_Hlth,Sector_Manuf,Sector_Money,Sector_NoDur,Sector_Other,Sector_Shops,Sector_Telcm,Sector_Utils,Rating_Score
-0.6010632670676012,-1.1926888086942504,-1.3906900421815978,-0.8201859808775795,-0.15076010099553797,-0.36962611270411755,-0.3745672793487924,-0.3314392966342699,-0.12030466249812669,-0.04479841119311693,0.4943883593316588,-0.06990891856164337,0.10204499790990543,0.3776489813837649,0.31575589371770174,0.7964246474539577,-1.238562973356003,-0.23357117703984456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
1.3539757784146476,-0.30591885109432676,2.3001551955876796,-2.2645124194826334,-0.5642996106452068,-0.2616022681539653,-0.26686781588287845,-0.6324609119943029,-0.44539439524542135,-0.49258783105938836,0.11562809233185642,-2.035361172729654,-0.5430987098337112,-0.4499277708924647,-0.25765877701928847,-0.40604963433089536,-0.26514912594470147,-0.4900492453848805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
-0.1069028453504029,0.34093415647856246,-1.439049490365864,-1.010487840029753,0.3723413832509014,0.35297109394733295,0.34586006502514666,0.048895750412171014,0.7440093631228037,0.8270107246153513,-0.5333065579943249,-0.12333372212495328,1.9328885065707453,0.4888428503574833,0.24925984200376286,-0.05099745836180965,-0.007661647716948912,0.4429216256701662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
2.06146228382397,-0.28008164109141537,-0.5377621276375301,-0.568651780928069,-0.4435392658958569,-0.5321474105453445,-0.5366005475792878,2.4494941309348492,-0.379455009054633,-0.3297425599061617,-0.028491380331590415,0.07948798371047448,0.1435328622813429,-0.27256331731475447,0.21306968314730465,-0.3460352180197029,-0.22381156340882663,0.11260743305180479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0.6194859712721453,-0.9227822399138367,0.1392701469421966,0.17342914922932193,-1.5442522592335233,-0.8226492389961865,-0.8262300380895713,-1.0635321041657682,-0.6362289154294497,-0.6307631192909242,2.3703484579592833,0.3450457552687132,0.4603643936539716,0.35660504038818114,0.20321129414248124,1.0503929389960238,-0.007661647716948912,-1.091164490338723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
0.42614233086257486,-1.2397494411995533,0.30852821558712806,0.3765278796043096,-0.05159207676723008,0.7182991509385434,0.7100910909698972,1.1081157670957686,0.47805748087387545,0.4722189560093301,-0.6877486375152088,0.2506973797451272,-1.9938424612073182,-0.07525053067148607,-0.18689374801197356,0.40725831651769306,0.5073133087385562,0.5494571170829687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
-0.21815644849110544,0.7008095815191147,-0.8691665813708838,-0.5905303026961062,-0.030660227226831635,0.35807143845184325,0.43195267990191505,-0.04402528017628628,0.6018144730176472,0.5630535992882946,0.5323040883657063,1.282422587020334,1.3295609830474557,1.690228625249766,1.9450053088464399,-0.09027841738227005,0.0410681827974443,0.2606474482433717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
-1.0498581418730566,-0.5453744223713093,0.29904597084511536,0.44739227401021675,0.45115335315270516,0.13017134735351343,0.12372935612082131,-0.15693247165212879,0.26156469083543654,0.2901053759201101,0.12158344244191621,1.0363997859958014,-1.9938424612073182,0.7551375928968845,0.7522043380209685,0.3286963984767723,0.3639624480991276,0.2300019980702666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
1.0196749029578762,-0.3375232954728879,-1.1432034544150589,-0.8657318343695314,-1.017666367185355,-0.6645204086641818,-0.668576047378819,-0.910559570219536,-0.4910657513808804,-0.5294875780266186,2.1106703792018853,-0.21409697433249705,1.9328885065707453,0.1520777788849335,0.026542296905197604,0.35353680257908704,0.31381330213285885,-0.8165304332961215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
2.141932122988847,-0.17246504764178863,1.2017556702847507,1.8842194708771693,0.06569656154540326,-0.3668944335299937,-0.3718438030400265,-0.3065097502082499,-0.2612612542710616,-0.002590525720461277,0.23612467622539962,0.8441179116325869,0.6549292296742819,0.3901347774165082,-0.03915893020757208,-0.3561701028934473,-0.16757118862825873,-0.17567249249782305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
-0.5416560032546046,0.8583704246618685,-1.6974406595857177,-1.0883698734933325,0.1552623538243534,0.04219494232375828,0.03601713240927213,-0.34683422175929357,0.2938332885515584,0.3541070282960982,1.2326532613087373,0.8982324383188228,0.4570549807272894,2.0771022556351793,2.0100014496194625,0.4319662384647956,0.45627709061486527,0.08549891552150121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
-0.1889928826192708,2.3355033291251908,-1.3319001247811169,-0.9716844240638002,0.9296645786290233,1.3990136353687934,1.388761481307443,0.7841778389363371,1.8613824001218868,2.093434359755565,-0.7608009321986088,0.06858173682920696,0.1653176994602298,1.1258665102002243,0.5049241487959513,-0.0566941910359405,0.0782069371215207,1.3774193257564527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
